rule,paragraph,directive
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.34 Evaluation of Employees 1-3 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.34 Evaluation of Employees 4-22 Probationary Employees
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.34 Evaluation of Employees 23-31 Departmental Quarterly Performance Evaluations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.34 Evaluation of Employees 32-41 City of New Orleans Annual Evaluations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 1-3 Policy
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 4-9 Awards Nomination
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 10-16 Awards Consideration Process
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 17-18 Commendable or Meritorious Acts By Members of the Community
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 19-22 Documentation of Meritorious Acts by Citizens
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 23 Awards Committee Composition
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 24-32 Awards Committee Actions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 33 Commendable or Meritorious Acts
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 34 Awards From Outside the Department
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 35 Departmental Awards
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 36 Superintendent's Coin- Service of Excellence
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 37-38 Superintendent's Coin- Service of Excellence Nomination Procedure
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.35 Commendations and Awards 39-41 Letter of Recognition
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,"13.35 Commendations and Awards 42-45 Replacement of Lost, Destroyed or Stolen Awards"
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 1-4 Legal Authority
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 5-7 Time Keeping Policy
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 8-14 Supervisor Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 15-20 Time Sheet Approvals
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 21-28 Specific Entries
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 29-31 IOD/Workman's Compensation Status
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 32-34 Temporary Assignments Outside Regular Unit
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 35 Special Event Charge Code
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 36-40 Personal Use Charge For Take-Home Vehicle
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 41-42 Civilian Employees-7 Hour Workday (35 hour Week)
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 43-44 Civilian Employees(Shift)- 8 Hour Workday (40 Hour Week)
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 45-47 Cycle Employees - 8.58 Hour Workday (85.5 Hours Biweekly)
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.37 Payroll and Timekeeping 48-51 Extended Computer System Failure
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.38 Nepotism and Employment Conflicts  Purpose/Definitions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.38 Nepotism and Employment Conflicts 1-9 Restricted Duties and Assignments
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.38 Nepotism and Employment Conflicts 10-12 Employee Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.38 Nepotism and Employment Conflicts 13-14 Supervisor Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.5 Goals and Objectives 1 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.5 Goals and Objectives 2-9 Required Reporting and Distribution
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.5 Goals and Objectives 10 Records
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,13.5 Goals and Objectives 11-12 Individual Member Goals for Performance Appraisal
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,15.1 Crime Analysis 1-5 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,15.1 Crime Analysis 6-8 FOB Analytics/ Crime Analysis Unit
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,15.1 Crime Analysis 9 Data Sources
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,15.1 Crime Analysis 10 Crime Analysis Dissemination
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 1-3 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 5-6 Immediate Family
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 7-8 Transfer Notifications
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 9-11 Vacancy Announcements
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 12-15 Transfer Request
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 16-17 Employee Files
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 18-20 Transfer Selection Process For Specialized Units
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 21 Member Requirements
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 22 Detective Positions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 23 Education and Training Division/ Instructor Selection
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 24-26 Public Integrity Bureau Selection
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 27 Filling Crisis Response Unit (Special Weapons and Tactics and Crisis Negotiation Team) Vacancies
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 28-32 Federal/State Task Forces
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 33-40 Selection Panel Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.1 Transfers/Filling Vacancies/Selection Process For Specialized Units 41-45 Personal Section Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 1-3 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 4-5 Volunteer Eligibility
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 6-8 Volunteer Management: Volunteer Coordinator
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 9-14 Volunteer management: Recruitment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 15-18 Screening
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 19-22 Selection and Placement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 23-28 Training
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 29-31 Fitness For Duty
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 32-34 Dress Code
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 35-38 Supervision of Volunteers
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 39-45 Confidentiality
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 46-48 Property and Equipment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 49-54 Disciplinary Procedures/Termination
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 55-57 Exit Interviews
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 58-59 Evaluation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.5 Volunteers 60 Emergency Call-Out For Volunteer Personnel
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 1-2 Policy
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 3 Goals
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 4 Program Member Requirements
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 5 Selection Process
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 6-8 Duties and Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 9-11 Clergy-Penitent Confidentiality
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 12-14 Command Structure
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 15-21 Operational Guidelines
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 22 Identification and Equipment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,16.7 Police Chaplain Program 23-24 Training
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 1 Fiscal Management Oversight
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 2 Director of Budget
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 3 Departmental Operating Budget
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 4 Command Staff Participation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 5 Purchasing of Equipment and Supplies
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 6 Permission to Purchase
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 7-8 Emergency Purchases of Equipment and Supplies
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 9-11 Reimbursement For Expenditures
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 12-13 Department Credit Cards
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 14-17 Supplemental Funding
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,"17.01 Fiscal Management 18-25 Collection, Safeguarding, and Distributing Cash"
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 26 Independent Audit
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.01 Fiscal Management 27-28 Operational Readiness of Department Equipment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 1 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 2-3 Care of Department Property
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 4 Loss or Damage of Property of Another
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 5-6 Damage by Person or Another Agency
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 7-9 General
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 10-18 Security and Responsibility
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 19-22 Reporting Damage or Loss
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 23-24 Individually Issued Department Property: Records
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,"17.3 Department-Owned and Personal Property 25-31 Individually Issued Department Property: Resignation, Termination or Retirement"
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 32-35 Search of Department Owned Property
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 36 Monitoring Conversations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,"17.3 Department-Owned and Personal Property 37-43 Inventory Control of Department Property, Equipment, and Other Assets"
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 44-46 Use of Inventory Control Tags
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 47-58 Commander's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.3 Department-Owned and Personal Property 59-64 Duplicate Keys-Locks
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.4 Damage and Repairs to Private Property 1-12 Instructions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,17.5 Grant Process 1-8 Grant Process
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 1-5 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 6-9 Assisting Outside Agencies
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 10-12 Requesting Assistance From Outside Agencies
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 13-16 Emergency Incident Management Mutual Aid
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 17-20 Requesting Assistance (National Guard or Federal)
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance Appendix A First Responder and Incident Commander Initial Tasks
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,2.2 Reporting Law Enforcement Activity by Officers Outside of the Jurisdiction 1-3 Law Enforcement Assistance to Agencies Outside the City
